,Title,Year,Rating,Link,Budget,Gross,Net,Date,Month
645,  Inside (I),2016,4.7,/title/tt5170810/,,824414.0,,2018-01-12,01
646,  It Stains the Sands Red,2016,5.5,/title/tt5735280/,,3599.0,,2017-07-28,07
647,  Strangled,2016,7,/title/tt4975280/,1785650.0,208999.0,-1576651.0,2016-11-10,11
648,  The Thinning,2016,5.3,/title/tt5254868/,1000000.0,,,2016-10-12,10
649,  Terrifier,2016,5.6,/title/tt4281724/,35000.0,,,2018-03-15,03
650,  Ouija: Origin of Evil,2016,6.2,/title/tt4361050/,9000000.0,81705746.0,72705746.0,2016-10-21,10
651,  Boo! A Madea Halloween,2016,4.6,/title/tt5325452/,20000000.0,74827344.0,54827344.0,2016-10-21,10
652,  Don't Hang Up,2016,5.5,/title/tt3610746/,,332571.0,,2017-02-10,02
653,  Shut In (I),2016,4.8,/title/tt2582500/,10000000.0,13082071.0,3082071.0,2016-11-11,11
654,  Underworld: Blood Wars,2016,5.7,/title/tt3717252/,35000000.0,81093313.0,46093313.0,2017-01-06,01
655,  Incarnate,2016,5.2,/title/tt3216348/,5000000.0,9037058.0,4037058.0,2016-12-02,12
656,  A Cure for Wellness,2016,6.4,/title/tt4731136/,40000000.0,26620002.0,-13379998.0,2017-02-17,02
657,  Resident Evil: The Final Chapter,2016,5.5,/title/tt2592614/,40000000.0,312242626.0,272242626.0,2017-01-27,01
658,  The Bye Bye Man,2017,4.3,/title/tt4030600/,7400000.0,29874280.0,22474280.0,2017-01-13,01
659,  Clinical,2017,5.1,/title/tt5577742/,,,,2017-01-13,01
660,  Berlin Syndrome,2017,6.2,/title/tt3335606/,,397783.0,,2017-05-26,05
661,  Dave Made a Maze,2017,6.3,/title/tt4457344/,,34117.0,,2017-08-18,08
662,  XX,2017,4.6,/title/tt3322892/,,55668.0,,2017-02-17,02
663,  Get Out (I),2017,7.7,/title/tt5052448/,4500000.0,255745157.0,251245157.0,2017-02-24,02
664,  Super Dark Times,2017,6.6,/title/tt5112578/,,33109.0,,2017-09-29,09
665,  Rings,2017,4.5,/title/tt0498381/,25000000.0,83080890.0,58080890.0,2017-02-03,02
666,  November,2017,7.2,/title/tt6164502/,1508000.0,19084.0,-1488916.0,2018-02-23,02
667,  The Bar,2017,6.3,/title/tt5121816/,5339617.92,3662671.0,-1676946.92,2017-03-24,03
668,  Tragedy Girls,2017,6,/title/tt3859272/,,122211.0,,2017-10-20,10
669,  Mayhem,2017,6.4,/title/tt4348012/,,,,2017-11-10,11
670,  M.F.A.,2017,5.9,/title/tt5091530/,,,,2017-10-13,10
671,  Life (I),2017,6.6,/title/tt5442430/,58000000.0,100541806.0,42541806.0,2017-03-24,03
672,  My Friend Dahmer,2017,6.2,/title/tt2291540/,,1436751.0,,2018-03-02,03
673,  The Endless (I),2017,6.5,/title/tt3986820/,,956425.0,,2018-04-06,04
674,  Phoenix Forgotten,2017,5.3,/title/tt6574272/,2800000.0,3697729.0,897729.0,2017-04-21,04
675,  Devil's Gate,2017,5.1,/title/tt4610748/,,52966.0,,2018-01-05,01
676,  Stephanie (I),2017,5.8,/title/tt3829378/,,,,2018-04-17,04
677,  It Comes at Night,2017,6.2,/title/tt4695012/,5000000.0,19735344.0,14735344.0,2017-06-09,06
678,  Alien: Covenant,2017,6.4,/title/tt2316204/,97000000.0,240891763.0,143891763.0,2017-05-19,05
679,  I Remember You,2017,6.1,/title/tt4966532/,,728751.0,,2017-11-10,11
680,  The Mummy,2017,5.4,/title/tt2345759/,125000000.0,409231607.0,284231607.0,2017-06-09,06
681,  The Killing of a Sacred Deer,2017,7,/title/tt5715874/,,7027336.0,,2017-11-03,11
682,  47 Meters Down,2017,5.6,/title/tt2932536/,5300000.0,62198461.0,56898461.0,2017-06-16,06
683,  Resident Evil: Vendetta,2017,6.2,/title/tt5776208/,,256320.0,,2017-06-19,06
684,  The Recall,2017,4.2,/title/tt5669936/,,112357.0,,2017-06-02,06
685,  Shimmer Lake,2017,6.3,/title/tt1386691/,,,,2017-06-09,06
686,  Escape Room (II),2017,4.2,/title/tt5159414/,,1870824.0,,2017-09-22,09
687,  Annabelle: Creation,2017,6.5,/title/tt5140878/,15000000.0,306515884.0,291515884.0,2017-08-11,08
688,  12 Feet Deep,2017,5.3,/title/tt5143226/,,,,2017-06-20,06
689,  Amityville: The Awakening,2017,4.8,/title/tt1935897/,,8481997.0,,2017-10-12,10
690,  Gerald's Game,2017,6.5,/title/tt3748172/,,,,2017-09-29,09
691,  The Crucifixion,2017,5.1,/title/tt4181782/,,6554322.0,,2017-10-06,10
692,  Hostile (I),2017,5.4,/title/tt5085522/,1000000.0,385428.0,-614572.0,2018-09-07,09
693,  Wish Upon,2017,5,/title/tt5322012/,12000000.0,23468586.0,11468586.0,2017-07-14,07
694,  Radius,2017,6.2,/title/tt6097798/,,14097.0,,2017-11-10,11
695,  Jackals (I),2017,5,/title/tt6104206/,,85410.0,,2017-12-28,12
696,  Monster Family,2017,4.8,/title/tt6572702/,,29230695.0,,2018-02-09,02
697,  Thelma,2017,7,/title/tt6304046/,4750000.0,1463727.0,-3286273.0,2017-09-15,09
698,  Victor Crowley,2017,5.5,/title/tt5534434/,400000.0,,,2020-05-13,05
699,  Death Note (I),2017,4.5,/title/tt1241317/,50000000.0,,,2017-08-25,08
700,  Cult of Chucky,2017,5.2,/title/tt3280262/,,,,2017-10-03,10
701,  Leatherface,2017,5,/title/tt2620590/,,1476843.0,,2017-09-14,09
702,  Verónica (I),2017,6.2,/title/tt5862312/,,6123089.0,,2017-08-25,08
703,  The Vault (I),2017,4.8,/title/tt1785635/,5000000.0,346729.0,-4653271.0,2017-09-01,09
704,  Little Evil,2017,5.7,/title/tt2937366/,,,,2017-09-01,09
705,  Temple,2017,3.7,/title/tt4898730/,,,,2017-09-01,09
706,  It (I),2017,7.3,/title/tt1396484/,35000000.0,701842551.0,666842551.0,2017-09-08,09
707,  Mother!,2017,6.6,/title/tt5109784/,30000000.0,44516999.0,14516999.0,2017-09-15,09
708,  Ravenous,2017,5.8,/title/tt6243140/,2775000.0,41026.0,-2733974.0,2018-03-02,03
709,  The Lodgers,2017,5.1,/title/tt4399952/,,916727.0,,2018-02-23,02
710,  The Ritual (I),2017,6.3,/title/tt5638642/,,1785977.0,,2018-02-09,02
711,  The Cured,2017,5.6,/title/tt3463106/,,323776.0,,2018-02-23,02
712,  Mom and Dad,2017,5.5,/title/tt5462326/,7000000.0,165962.0,-6834038.0,2018-03-09,03
713,  Cold Skin,2017,6,/title/tt1034385/,8840000.0,737478.0,-8102522.0,2018-09-07,09
714,  Downrange,2017,5.5,/title/tt6138228/,,,,2018-12-14,12
715,  Revenge (II),2017,6.4,/title/tt6738136/,3000000.0,938055.0,-2061945.0,2018-05-11,05
716,  Pyewacket,2017,5.8,/title/tt5119116/,,166610.0,,2018-03-23,03
717,  Marrowbone,2017,6.7,/title/tt5886440/,8320000.0,12294931.0,3974931.0,2018-04-13,04
718,  Ryde,2017,5.7,/title/tt5339418/,,,,2017-09-15,09
719,  Satan's Slaves,2017,6.5,/title/tt7076834/,127779.61200000001,431730.0,303950.388,2017-09-28,09
720,  The Maus,2017,4.7,/title/tt5586362/,2080000.0,,,2018-03-02,03
721,  Anna and the Apocalypse,2017,6,/title/tt6433880/,,673523.0,,2018-11-30,11
722,  Hagazussa,2017,5.8,/title/tt7323600/,,21487.0,,2019-04-19,04
723,  Feral,2017,4.5,/title/tt4974778/,,,,2017-12-21,12
724,  1922,2017,6.2,/title/tt6214928/,,,,2017-10-20,10
725,  Tigers Are Not Afraid,2017,6.9,/title/tt4823434/,1343664.0,576598.0,-767066.0,2019-12-03,12
726,  Flatliners,2017,5.2,/title/tt2039338/,19000000.0,45158254.0,26158254.0,2017-09-29,09
727,  Jeepers Creepers III,2017,3.9,/title/tt1139592/,6200000.0,4017852.0,-2182148.0,2017-11-02,11
728,  Ghost Stories (I),2017,6.4,/title/tt5516328/,,4131358.0,,2018-04-20,04
729,  Creep 2,2017,6.4,/title/tt3654796/,,,,2017-10-24,10
730,  Cargo (I),2017,6.3,/title/tt3860916/,,56385.0,,2018-05-18,05
731,  Happy Death Day,2017,6.6,/title/tt5308322/,4800000.0,125479266.0,120679266.0,2017-10-13,10
732,  Dismissed,2017,5.7,/title/tt5039994/,,,,2019-01-03,01
733,  Errementari,2017,6.4,/title/tt5592878/,,56516.0,,2018-10-12,10
734,  The Babysitter (I),2017,6.3,/title/tt4225622/,,,,2017-10-13,10
735,  The Super,2017,5.5,/title/tt5884784/,2300000.0,19513.0,-2280487.0,2018-10-19,10
736,  Golmaal Again,2017,4.9,/title/tt1806913/,,2058098.0,,2017-10-20,10
737,  Jigsaw (I),2017,5.7,/title/tt3348730/,10000000.0,102952888.0,92952888.0,2017-10-27,10
738,  Terrified,2017,6.4,/title/tt7549892/,,367173.0,,2018-10-11,10
739,  One Cut of the Dead,2017,7.6,/title/tt7914416/,0.0,27590180.0,27590180.0,2019-09-24,09
740,  The Houses October Built 2,2017,4.9,/title/tt7068818/,,,,2017-11-22,11
741,  Day of the Dead: Bloodline,2017,3.4,/title/tt3053228/,8000000.0,277922.0,-7722078.0,2018-01-05,01
742,  Insidious: The Last Key,2018,5.7,/title/tt5726086/,10000000.0,167885588.0,157885588.0,2018-01-05,01
743,  Asylum of Fear,2018,5.2,/title/tt3289080/,,,,2018-01-09,01
744,  Batman: Gotham by Gaslight,2018,6.7,/title/tt7167630/,,,,2018-01-23,01
745,  The Night Eats the World,2018,6,/title/tt4266076/,3109600.0,95208.0,-3014392.0,2018-07-13,07
746,  Attack on Titan: The Roar of Awakening,2018,8.4,/title/tt7941892/,,107155.0,,2018-01-13,01
747,  Mandy (I),2018,6.5,/title/tt6998518/,6000000.0,1653784.0,-4346216.0,2018-09-14,09
748,  The Open House,2018,3.3,/title/tt7608028/,100000.0,,,2018-01-19,01
749,  Piercing,2018,5.5,/title/tt6516314/,,149211.0,,2019-02-01,02
750,  Assassination Nation,2018,6,/title/tt6205872/,7000000.0,2584988.0,-4415012.0,2018-09-21,09
751,  Searching (III),2018,7.6,/title/tt7668870/,880000.0,75462037.0,74582037.0,2018-08-31,08
752,  Hereditary,2018,7.3,/title/tt7784604/,10000000.0,82530552.0,72530552.0,2018-06-08,06
753,  Summer of 84,2018,6.7,/title/tt5774450/,,42027.0,,2018-08-10,08
754,  Lords of Chaos,2018,6.6,/title/tt4669296/,,365353.0,,2019-02-08,02
755,  Winchester,2018,5.4,/title/tt1072748/,3500000.0,44019588.0,40519588.0,2018-02-02,02
756,  Awe!,2018,7.7,/title/tt7797658/,,47386.0,,2018-02-02,02
757,  Incident in a Ghostland,2018,6.4,/title/tt6195094/,,5643957.0,,2018-06-22,06
758,  The Cloverfield Paradox,2018,5.5,/title/tt2548396/,45000000.0,,,2018-02-04,02
759,  Annihilation (I),2018,6.8,/title/tt2798920/,40000000.0,43070915.0,3070915.0,2018-02-23,02
760,  Unsane,2018,6.4,/title/tt7153766/,1500000.0,14293601.0,12793601.0,2018-03-23,03
761,  Pari (I),2018,6.6,/title/tt7329858/,,4935586.0,,2018-03-02,03
762,  The Strangers: Prey at Night,2018,5.2,/title/tt1285009/,5000000.0,31039126.0,26039126.0,2018-03-09,03
763,  Unfriended: Dark Web,2018,6,/title/tt4761916/,1000000.0,16024987.0,15024987.0,2018-07-20,07
764,  A Quiet Place,2018,7.5,/title/tt6644200/,17000000.0,340952971.0,323952971.0,2018-04-06,04
765,  Wildling,2018,5.5,/title/tt5085924/,,504718.0,,2018-04-13,04
766,  Elizabeth Harvest,2018,5.8,/title/tt6852872/,,4973.0,,2018-08-10,08
767,  What Keeps You Alive,2018,5.7,/title/tt7073710/,,20746.0,,2018-08-24,08
768,  Blood Fest,2018,5.4,/title/tt7208564/,1200000.0,122833.0,-1077167.0,2018-08-31,08
769,  Pacific Rim: Uprising,2018,5.6,/title/tt2557478/,150000000.0,290930148.0,140930148.0,2018-03-23,03
770,  Acrimony,2018,5.8,/title/tt6063050/,20000000.0,46403669.0,26403669.0,2018-03-30,03
771,  Gonjiam: Haunted Asylum,2018,6.4,/title/tt8119752/,,21041950.0,,2018-03-28,03
772,  Corbin Nash,2018,4.5,/title/tt2948160/,,,,2018-04-20,04
773,  Bad Samaritan,2018,6.4,/title/tt3203528/,,4623836.0,,2018-05-04,05
774,  Truth or Dare (I),2018,5.2,/title/tt6772950/,3500000.0,95330710.0,91830710.0,2018-04-13,04
775,  St. Agatha,2018,4.9,/title/tt6182078/,,1468454.0,,2019-02-08,02
776,  The Dark (I),2018,5.6,/title/tt6832388/,,27738.0,,2018-10-26,10
777,  Delirium (I),2018,5.7,/title/tt2069797/,,,,2018-05-22,05
778,  Climax (I),2018,6.9,/title/tt8359848/,2704000.0,1697108.0,-1006892.0,2018-09-19,09
779,  The House That Jack Built,2018,6.8,/title/tt4003440/,9048000.0,3081913.0,-5966087.0,2018-10-17,10
780,  Hotel Transylvania 3: Summer Vacation,2018,6.3,/title/tt5220122/,80000000.0,528583774.0,448583774.0,2018-07-13,07
781,  Office Uprising,2018,5.8,/title/tt6251024/,2500000.0,165623.0,-2334377.0,2018-06-19,06
782,  Await Further Instructions,2018,4.9,/title/tt4971408/,,3823.0,,2018-10-05,10
783,  Possum,2018,5.8,/title/tt6081670/,,33225.0,,2018-10-26,10
784,  The Domestics,2018,5.7,/title/tt5591666/,10600000.0,59766.0,-10540234.0,2018-06-29,06
785,  The First Purge,2018,5.2,/title/tt6133466/,13000000.0,137056262.0,124056262.0,2018-07-04,07
786,  How It Ends,2018,5,/title/tt5246700/,20000000.0,,,2018-07-13,07
787,  Cam,2018,5.9,/title/tt8361028/,,,,2018-11-16,11
788,  Our House (I),2018,5.3,/title/tt2018069/,,24039.0,,2018-07-27,07
789,  Down a Dark Hall,2018,5,/title/tt2372251/,,2707199.0,,2018-08-17,08
790,  The Meg,2018,5.6,/title/tt4779682/,130000000.0,530517320.0,400517320.0,2018-08-10,08
791,  Slender Man,2018,3.2,/title/tt5690360/,10000000.0,51738549.0,41738549.0,2018-08-10,08
792,  Patient Zero (I),2018,4.5,/title/tt3458254/,,,,2018-09-14,09
793,  Mara (I),2018,5.1,/title/tt1773753/,5000000.0,661769.0,-4338231.0,2018-09-07,09
794,  He's Out There,2018,5.2,/title/tt4052050/,,544674.0,,2018-08-31,08
795,  The Golem,2018,5.5,/title/tt8329290/,,538176.0,,2019-02-01,02
796,  The Little Stranger,2018,5.5,/title/tt6859762/,,1824902.0,,2018-09-21,09
797,  Stree,2018,7.5,/title/tt8108202/,,22075730.0,,2018-08-31,08
798,  The VelociPastor,2018,5,/title/tt1843303/,11000.0,,,2019-08-13,08
799,  Suspiria (I),2018,6.7,/title/tt1034415/,20000000.0,7942093.0,-12057907.0,2018-11-02,11
800,  The Nun,2018,5.3,/title/tt5814060/,22000000.0,365582797.0,343582797.0,2018-09-07,09
801,  Mutant Blast,2018,6.2,/title/tt3064338/,83200.0,5498.0,-77702.0,2020-04-03,04
802,  Gwen (II),2018,6,/title/tt5149490/,2420000.0,47140.0,-2372860.0,2019-08-16,08
803,  Halloween (I),2018,6.5,/title/tt1502407/,10000000.0,259939835.0,249939835.0,2018-10-19,10
804,  High Life,2018,5.8,/title/tt4827558/,8320000.0,2133033.0,-6186967.0,2019-04-12,04
805,  The Wind (II),2018,5.6,/title/tt8426594/,,130974.0,,2019-04-05,04
806,  In Fabric,2018,6.2,/title/tt7464188/,,197592.0,,2019-12-06,12
807,  The Perfection,2018,6.2,/title/tt7772580/,,,,2019-05-24,05
808,  Apostle,2018,6.3,/title/tt6217306/,,,,2018-10-12,10
809,  Tumbbad,2018,8.2,/title/tt8239946/,,1691980.0,,2018-10-12,10
810,  You Might Be the Killer,2018,5.9,/title/tt8998472/,1354218.0,,,2018-12-04,12
811,  The 16th Episode,2018,5.1,/title/tt3692082/,,,,2019-06-28,06
812,  Overlord,2018,6.6,/title/tt4530422/,38000000.0,41657844.0,3657844.0,2018-11-09,11
813,  We Have Always Lived in the Castle,2018,5.6,/title/tt5952138/,,80094.0,,2019-05-17,05
814,  Bloodline (III),2018,6,/title/tt8883524/,,36725.0,,2019-09-20,09
815,  Hell Fest,2018,5.5,/title/tt1999890/,5500000.0,18160930.0,12660930.0,2018-09-28,09
816,  I Still See You,2018,5.8,/title/tt2160105/,,1620637.0,,2018-10-12,10
817,  I'll Take Your Dead,2018,5.7,/title/tt7962932/,,10523.0,,2019-05-03,05
818,  The Axiom,2018,5,/title/tt6051096/,,,,2018-12-07,12
819,  Constantine: City of Demons - The Movie,2018,7.3,/title/tt9177882/,,,,2018-10-04,10
820,  Malevolent (III),2018,4.8,/title/tt2386237/,,,,2018-10-05,10
821,  The Head Hunter,2018,5.4,/title/tt6469548/,30000.0,380448.0,350448.0,2019-04-05,04
822,  Look Away,2018,5.8,/title/tt5834760/,,1119537.0,,2018-11-02,11
823,  Cut Off,2018,6.5,/title/tt3645988/,,1058455.0,,2018-10-11,10
824,  Goosebumps 2: Haunted Halloween,2018,5.6,/title/tt5664636/,35000000.0,93320380.0,58320380.0,2018-10-12,10
825,  The Final Wish,2018,4.3,/title/tt9109306/,,95215.0,,2019-01-24,01
826,  Slaughterhouse Rulez,2018,5.3,/title/tt6905696/,,730762.0,,2019-05-17,05
827,  Lupt,2018,5.6,/title/tt8698956/,,289845.0,,2018-11-02,11
828,  Bird Box,2018,6.6,/title/tt2737304/,,,,2018-12-21,12
829,  The Possession of Hannah Grace,2018,5.2,/title/tt5734576/,7700000.0,43016528.0,35316528.0,2018-11-30,11
830,  122,2019,6,/title/tt7867670/,,1928719.0,,2019-06-04,06
831,  Escape Room (I),2019,6.4,/title/tt5886046/,9000000.0,155712077.0,146712077.0,2019-01-04,01
832,  Glass,2019,6.6,/title/tt6823368/,20000000.0,246999039.0,226999039.0,2019-01-18,01
833,  Polaroid (I),2019,5.1,/title/tt5598292/,,1772204.0,,2019-09-17,09
834,  Harpoon,2019,6,/title/tt7831358/,,,,2019-10-08,10
835,  The Hole in the Ground,2019,5.6,/title/tt6198946/,,3373474.0,,2019-02-26,02
836,  The Lodge,2019,6,/title/tt7347846/,,3155858.0,,2020-01-16,01
837,  Wounds,2019,4.1,/title/tt5913798/,,,,2019-10-18,10
838,  Don't Let Go,2019,6.3,/title/tt6803212/,5000000.0,5288011.0,288011.0,2019-08-30,08
839,  Velvet Buzzsaw,2019,5.7,/title/tt7043012/,,,,2019-02-01,02
840,  Little Monsters,2019,6.3,/title/tt7390588/,,418863.0,,2019-10-11,10
841,  Sweetheart (I),2019,5.8,/title/tt6560164/,,,,2020-03-30,03
842,  The Prodigy,2019,5.9,/title/tt4504044/,6000000.0,21127789.0,15127789.0,2019-02-08,02
843,  Happy Death Day 2U,2019,6.2,/title/tt8155288/,9000000.0,64600152.0,55600152.0,2019-02-13,02
844,  We Summon the Darkness,2019,5.2,/title/tt8058874/,,190760.0,,2020-04-10,04
845,  Us (II),2019,6.8,/title/tt6857112/,20000000.0,256067149.0,236067149.0,2019-03-22,03
846,  Get Duked!,2019,6.2,/title/tt9735758/,,,,2020-08-28,08
847,  Villains (I),2019,6.2,/title/tt6378710/,,,,2019-09-20,09
848,  Daniel Isn't Real,2019,6.1,/title/tt8745960/,,75407.0,,2019-12-06,12
849,  Extra Ordinary,2019,6.4,/title/tt8233874/,,223898.0,,2020-03-06,03
850,  Girl on the Third Floor,2019,4.7,/title/tt9026184/,,145856.0,,2019-10-25,10
851,  I See You (II),2019,6.8,/title/tt6079516/,3000000.0,1194369.0,-1805631.0,2019-12-10,12
852,  Ready or Not (I),2019,6.8,/title/tt7798634/,6000000.0,57615777.0,51615777.0,2019-08-21,08
853,  The Curse of La Llorona,2019,5.2,/title/tt4913966/,9000000.0,123133739.0,114133739.0,2019-04-19,04
854,  Captive State,2019,6,/title/tt5968394/,25000000.0,8808611.0,-16191389.0,2019-03-15,03
855,  Pet Sematary,2019,5.7,/title/tt0837563/,21000000.0,113118226.0,92118226.0,2019-04-05,04
856,  Satanic Panic,2019,5.6,/title/tt8510350/,,,,2019-09-06,09
857,  Hellboy,2019,5.2,/title/tt2274648/,50000000.0,55065289.0,5065289.0,2019-04-12,04
858,  The Silence (II),2019,5.3,/title/tt7315484/,,2325977.0,,2019-04-10,04
859,  The Furies,2019,5.4,/title/tt8228172/,11900000.0,,,2019-11-07,11
860,  The Room,2019,6,/title/tt8485364/,4160000.0,44291.0,-4115709.0,2019-11-06,11
861,  La Llorona,2019,6.6,/title/tt10767168/,,294404.0,,2020-08-06,08
862,  Come to Daddy,2019,6,/title/tt8816194/,,117947.0,,2020-02-07,02
863,  Bliss (I),2019,5.9,/title/tt9026524/,,,,2019-09-27,09
864,  The Intruder (I),2019,5.6,/title/tt6722030/,8000000.0,36599361.0,28599361.0,2019-05-03,05
865,  Brightburn,2019,6.1,/title/tt7752126/,6000000.0,33224654.0,27224654.0,2019-05-24,05
866,  The Dead Don't Die,2019,5.4,/title/tt8695030/,,15325468.0,,2019-06-14,06
867,  Bacurau,2019,7.3,/title/tt2762506/,,3554178.0,,2020-03-19,03
868,  Le daim,2019,6.6,/title/tt8193790/,4160000.0,1686700.0,-2473300.0,2020-05-01,05
